瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),嚼档(%),利汲(cm),傈款樊(10盒困)
146,傈林,2022-10-01 01:00,17.2,,1.6,78,,0
146,傈林,2022-10-01 02:00,16.8,,1.3,78,,1
146,傈林,2022-10-01 03:00,16.1,,.8,79,,0
146,傈林,2022-10-01 04:00,16.3,,.7,77,,0
146,傈林,2022-10-01 05:00,15.5,,1.3,80,,0
146,傈林,2022-10-01 06:00,14.8,,1.2,84,,0
146,傈林,2022-10-01 07:00,15.3,,1.1,81,,0
146,傈林,2022-10-01 08:00,17.9,,.3,70,,5
146,傈林,2022-10-01 09:00,19.6,,.7,64,,5
146,傈林,2022-10-01 10:00,22.3,,.6,56,,3
146,傈林,2022-10-01 11:00,24.9,,.5,49,,6
146,傈林,2022-10-01 12:00,26.3,,.8,46,,7
146,傈林,2022-10-01 13:00,26.8,,.9,46,,7
146,傈林,2022-10-01 14:00,28.3,,1.5,41,,7
146,傈林,2022-10-01 15:00,28.6,,1.2,40,,7
146,傈林,2022-10-01 16:00,26.9,,1.5,46,,5
146,傈林,2022-10-01 17:00,26.7,,2,48,,6
146,傈林,2022-10-01 18:00,25.4,,1.9,51,,5
146,傈林,2022-10-01 19:00,25,,.7,53,,
146,傈林,2022-10-01 20:00,23.9,,.6,58,,10
146,傈林,2022-10-01 21:00,22.6,,1.4,66,,9
146,傈林,2022-10-01 22:00,22.2,,.9,64,,10
146,傈林,2022-10-01 23:00,21.4,,1,70,,8
146,傈林,2022-10-02 00:00,21,,1,73,,10
146,傈林,2022-10-02 01:00,20.7,,.9,73,,10
146,傈林,2022-10-02 02:00,21,,.7,67,,10
146,傈林,2022-10-02 03:00,19.6,,.5,74,,9
146,傈林,2022-10-02 04:00,19.9,,1.1,70,,5
146,傈林,2022-10-02 05:00,19.5,,.4,72,,5
146,傈林,2022-10-02 06:00,19.2,,1.1,74,,8
146,傈林,2022-10-02 07:00,19,,1.4,74,,9
146,傈林,2022-10-02 08:00,19.6,,1.1,73,,9
146,傈林,2022-10-02 09:00,22.3,,1,64,,7
146,傈林,2022-10-02 10:00,24.3,,1.1,55,,7
146,傈林,2022-10-02 11:00,27.7,,1,43,,5
146,傈林,2022-10-02 12:00,28,,1.6,38,,7
146,傈林,2022-10-02 13:00,30,,1.9,30,,7
146,傈林,2022-10-02 14:00,29.2,,2.6,27,,8
146,傈林,2022-10-02 15:00,28,,2.8,32,,9
146,傈林,2022-10-02 16:00,27.5,,2.4,38,,9
146,傈林,2022-10-02 17:00,27.4,,2.4,39,,9
146,傈林,2022-10-02 18:00,26.8,,2.7,41,,9
146,傈林,2022-10-02 19:00,25.7,,2.7,47,,9
146,傈林,2022-10-02 20:00,25.2,,2.1,53,,10
146,傈林,2022-10-02 21:00,24.2,0,1.8,61,,10
146,傈林,2022-10-02 22:00,23.8,0,2.2,65,,10
146,傈林,2022-10-02 23:00,23.7,,2,67,,10
146,傈林,2022-10-03 00:00,23.6,,2.3,71,,10
146,傈林,2022-10-03 01:00,23.9,,2.2,71,,0
146,傈林,2022-10-03 02:00,24,,2.1,72,,10
146,傈林,2022-10-03 03:00,23.8,,1.3,73,,10
146,傈林,2022-10-03 04:00,23.8,0,1.1,73,,10
146,傈林,2022-10-03 05:00,22.8,.3,1.1,82,,10
146,傈林,2022-10-03 06:00,21.6,3.3,2.1,93,,10
146,傈林,2022-10-03 07:00,21.9,.4,1.6,92,,10
146,傈林,2022-10-03 08:00,22.8,.3,.8,88,,10
146,傈林,2022-10-03 09:00,22.3,1.2,1.4,93,,10
146,傈林,2022-10-03 10:00,22.4,3,1.2,94,,10
146,傈林,2022-10-03 11:00,23.3,.1,1.4,90,,10
146,傈林,2022-10-03 12:00,25.1,,2.3,80,,10
146,傈林,2022-10-03 13:00,26.1,,1,76,,10
146,傈林,2022-10-03 14:00,28.4,,1.3,64,,10
146,傈林,2022-10-03 15:00,28.1,,1.2,64,,10
146,傈林,2022-10-03 16:00,27.7,,2.1,65,,10
146,傈林,2022-10-03 17:00,27.6,,1.5,66,,9
146,傈林,2022-10-03 18:00,27.2,,2.1,64,,9
146,傈林,2022-10-03 19:00,26.7,,1.9,67,,10
146,傈林,2022-10-03 20:00,26.2,,1.6,71,,10
146,傈林,2022-10-03 21:00,26,,1.8,71,,10
146,傈林,2022-10-03 22:00,26,,.8,70,,10
146,傈林,2022-10-03 23:00,24,1.3,.7,84,,10
146,傈林,2022-10-04 00:00,23.7,.3,1.5,84,,10
146,傈林,2022-10-04 01:00,23.6,.9,1.7,85,,10
146,傈林,2022-10-04 02:00,24,,1.4,81,,9
146,傈林,2022-10-04 03:00,25.3,,2.1,74,,10
146,傈林,2022-10-04 04:00,26.3,,4.9,69,,10
146,傈林,2022-10-04 05:00,25.2,0,4.2,76,,10
146,傈林,2022-10-04 06:00,21.2,9,2.9,94,,10
146,傈林,2022-10-04 07:00,20,9.1,1.7,94,,10
146,傈林,2022-10-04 08:00,18.9,.7,2.9,93,,10
146,傈林,2022-10-04 09:00,18.5,2.3,2.9,93,,10
146,傈林,2022-10-04 10:00,18.3,1.5,1.7,93,,10
146,傈林,2022-10-04 11:00,19,,2.6,91,,10
146,傈林,2022-10-04 12:00,19.3,,3.1,86,,10
146,傈林,2022-10-04 13:00,19,,2.8,83,,10
146,傈林,2022-10-04 14:00,18.6,,3.2,79,,10
146,傈林,2022-10-04 15:00,18.3,,3,78,,9
146,傈林,2022-10-04 16:00,18.2,,3,77,,9
146,傈林,2022-10-04 17:00,17.4,,3.5,77,,9
146,傈林,2022-10-04 18:00,16.9,,2.5,77,,9
146,傈林,2022-10-04 19:00,16.5,,2.6,79,,9
146,傈林,2022-10-04 20:00,16.3,0,2.2,80,,10
146,傈林,2022-10-04 21:00,16.2,0,1.9,80,,10
146,傈林,2022-10-04 22:00,16.1,0,2.2,81,,10
146,傈林,2022-10-04 23:00,16,0,.7,82,,10
146,傈林,2022-10-05 00:00,15.8,,1.5,80,,10
146,傈林,2022-10-05 01:00,15.5,,2,79,,10
146,傈林,2022-10-05 02:00,15.1,,1,77,,10
146,傈林,2022-10-05 03:00,15,,.8,75,,10
146,傈林,2022-10-05 04:00,15,,1,74,,10
146,傈林,2022-10-05 05:00,14.7,,.5,75,,10
146,傈林,2022-10-05 06:00,14.4,,.7,74,,10
146,傈林,2022-10-05 07:00,14.2,,1.4,70,,9
146,傈林,2022-10-05 08:00,14.4,,1.5,71,,8
146,傈林,2022-10-05 09:00,15.6,,.8,67,,8
146,傈林,2022-10-05 10:00,16.9,,1.1,58,,9
146,傈林,2022-10-05 11:00,17.3,,1.9,58,,9
146,傈林,2022-10-05 12:00,18.7,,.6,55,,5
146,傈林,2022-10-05 13:00,19.9,,1.7,47,,1
146,傈林,2022-10-05 14:00,20,,1.4,47,,0
146,傈林,2022-10-05 15:00,20,,2.1,43,,0
146,傈林,2022-10-05 16:00,19.7,,2.4,48,,0
146,傈林,2022-10-05 17:00,18.7,,2.7,51,,0
146,傈林,2022-10-05 18:00,16.8,,2.9,58,,7
146,傈林,2022-10-05 19:00,15.6,,2.1,70,,7
146,傈林,2022-10-05 20:00,15.3,,1.6,72,,9
146,傈林,2022-10-05 21:00,15,,.9,74,,9
146,傈林,2022-10-05 22:00,14.6,,1,75,,10
146,傈林,2022-10-05 23:00,14.8,,.8,76,,10
146,傈林,2022-10-06 00:00,14.3,,.7,80,,10
146,傈林,2022-10-06 01:00,13.7,,1.2,85,,10
146,傈林,2022-10-06 02:00,14.3,,.3,80,,10
146,傈林,2022-10-06 03:00,13.6,,.4,86,,10
146,傈林,2022-10-06 04:00,14.3,,.5,82,,10
146,傈林,2022-10-06 05:00,13.7,,1.3,88,,10
146,傈林,2022-10-06 06:00,13.6,,.4,87,,8
146,傈林,2022-10-06 07:00,13.8,,.6,86,,8
146,傈林,2022-10-06 08:00,15.2,,.6,81,,9
146,傈林,2022-10-06 09:00,15.6,,.8,76,,3
146,傈林,2022-10-06 10:00,18.9,,.9,67,,5
146,傈林,2022-10-06 11:00,18.4,,1.8,66,,4
146,傈林,2022-10-06 12:00,18.2,,1.3,65,,4
146,傈林,2022-10-06 13:00,19.6,,1.8,52,,7
146,傈林,2022-10-06 14:00,20.4,,1.6,51,,8
146,傈林,2022-10-06 15:00,20,,2.1,52,,9
146,傈林,2022-10-06 16:00,19.1,,2.9,53,,10
146,傈林,2022-10-06 17:00,17.9,,2.8,64,,10
146,傈林,2022-10-06 18:00,17,,2.4,72,,10
146,傈林,2022-10-06 19:00,16.5,,1.4,77,,10
146,傈林,2022-10-06 20:00,16.2,,1.6,77,,10
146,傈林,2022-10-06 21:00,15.9,,1.8,78,,9
146,傈林,2022-10-06 22:00,15.7,,1.7,78,,10
146,傈林,2022-10-06 23:00,15.7,,2.5,78,,10
146,傈林,2022-10-07 00:00,15.6,,2.5,77,,9
146,傈林,2022-10-07 01:00,15.6,,1.9,77,,10
146,傈林,2022-10-07 02:00,15.4,,1.7,76,,10
146,傈林,2022-10-07 03:00,15.4,,1.5,76,,10
146,傈林,2022-10-07 04:00,15,,1.2,78,,10
146,傈林,2022-10-07 05:00,14.9,0,2,78,,10
146,傈林,2022-10-07 06:00,14.8,0,1.2,78,,10
146,傈林,2022-10-07 07:00,14.4,,1.1,82,,8
146,傈林,2022-10-07 08:00,14.8,,1.7,83,,5
146,傈林,2022-10-07 09:00,15.1,,2.2,76,,4
146,傈林,2022-10-07 10:00,16,,2.6,67,,4
146,傈林,2022-10-07 11:00,17.8,,3.1,58,,5
146,傈林,2022-10-07 12:00,18.6,,3.4,49,,3
146,傈林,2022-10-07 13:00,19.6,,3,45,,1
146,傈林,2022-10-07 14:00,19.1,,3.1,41,,1
146,傈林,2022-10-07 15:00,19.5,,2.7,42,,1
146,傈林,2022-10-07 16:00,18.7,,3,44,,1
146,傈林,2022-10-07 17:00,18.4,,2.8,47,,5
146,傈林,2022-10-07 18:00,16.4,,2.9,57,,1
146,傈林,2022-10-07 19:00,15.2,,1.9,63,,6
146,傈林,2022-10-07 20:00,14.9,,2.2,67,,6
146,傈林,2022-10-07 21:00,14.6,,1.3,67,,8
146,傈林,2022-10-07 22:00,13.6,,.8,70,,7
146,傈林,2022-10-07 23:00,13.2,,1.1,71,,8
146,傈林,2022-10-08 00:00,13.4,,.3,75,,0
146,傈林,2022-10-08 01:00,12.5,,.4,78,,0
146,傈林,2022-10-08 02:00,11.9,,1,82,,3
146,傈林,2022-10-08 03:00,11.6,,.6,83,,0
146,傈林,2022-10-08 04:00,11.3,,1,85,,0
146,傈林,2022-10-08 05:00,10.6,,1.2,86,,0
146,傈林,2022-10-08 06:00,10.7,,1,86,,0
146,傈林,2022-10-08 07:00,10.8,,.3,85,,0
146,傈林,2022-10-08 08:00,13.8,,.6,69,,0
146,傈林,2022-10-08 09:00,16.2,,.7,60,,0
146,傈林,2022-10-08 10:00,18.6,,1.6,55,,0
146,傈林,2022-10-08 11:00,20.3,,1.2,47,,0
146,傈林,2022-10-08 12:00,21.4,,1,45,,0
146,傈林,2022-10-08 13:00,22.6,,1.1,37,,2
146,傈林,2022-10-08 14:00,21.3,,1.8,39,,5
146,傈林,2022-10-08 15:00,21.2,,1,40,,8
146,傈林,2022-10-08 16:00,21.2,,1.3,45,,8
146,傈林,2022-10-08 17:00,20.9,,.8,45,,5
146,傈林,2022-10-08 18:00,18.9,,2.9,64,,8
146,傈林,2022-10-08 19:00,18,,1.9,67,,10
146,傈林,2022-10-08 20:00,17.4,,.7,69,,7
146,傈林,2022-10-08 21:00,17,,.5,70,,9
146,傈林,2022-10-08 22:00,16.8,,.1,72,,10
146,傈林,2022-10-08 23:00,16,,1.2,72,,10
146,傈林,2022-10-09 00:00,15.5,,1.3,73,,9
146,傈林,2022-10-09 01:00,15.1,,1.4,68,,10
146,傈林,2022-10-09 02:00,15.1,,1.5,68,,10
146,傈林,2022-10-09 03:00,14.7,,1.6,68,,10
146,傈林,2022-10-09 04:00,15,,1.1,64,,10
146,傈林,2022-10-09 05:00,14.5,,1,68,,10
146,傈林,2022-10-09 06:00,13.6,.1,1.7,78,,10
146,傈林,2022-10-09 07:00,13.1,.2,.9,82,,10
146,傈林,2022-10-09 08:00,12.6,.4,.4,89,,10
146,傈林,2022-10-09 09:00,13,.5,.6,87,,10
146,傈林,2022-10-09 10:00,13.5,.7,.1,86,,10
146,傈林,2022-10-09 11:00,14.2,.6,.2,87,,10
146,傈林,2022-10-09 12:00,14,.8,.2,86,,10
146,傈林,2022-10-09 13:00,14.3,.8,.3,88,,10
146,傈林,2022-10-09 14:00,14.5,.6,1.1,91,,10
146,傈林,2022-10-09 15:00,14.5,.1,1.8,93,,10
146,傈林,2022-10-09 16:00,14.6,.1,.9,93,,10
146,傈林,2022-10-09 17:00,14.2,0,.9,93,,10
146,傈林,2022-10-09 18:00,14.1,.6,.7,94,,10
146,傈林,2022-10-09 19:00,14.1,1,2.3,95,,10
146,傈林,2022-10-09 20:00,13.7,2.2,2.1,93,,10
146,傈林,2022-10-09 21:00,12.8,.7,2.8,92,,10
146,傈林,2022-10-09 22:00,12.4,.6,.5,92,,10
146,傈林,2022-10-09 23:00,12.5,0,.3,89,,10
146,傈林,2022-10-10 00:00,12.5,.1,.8,91,,10
146,傈林,2022-10-10 01:00,12.4,,.4,89,,10
146,傈林,2022-10-10 02:00,12.4,0,1.2,89,,10
146,傈林,2022-10-10 03:00,11.8,.9,1.5,85,,10
146,傈林,2022-10-10 04:00,11.3,1.6,3.7,89,,10
146,傈林,2022-10-10 05:00,11.4,.1,2.4,81,,10
146,傈林,2022-10-10 06:00,11.1,,1.2,77,,4
146,傈林,2022-10-10 07:00,11,0,2,75,,8
146,傈林,2022-10-10 08:00,11.2,,1.7,70,,3
146,傈林,2022-10-10 09:00,12.3,0,4,61,,8
146,傈林,2022-10-10 10:00,12.6,0,3.8,57,,7
146,傈林,2022-10-10 11:00,13.9,,4.3,57,,6
146,傈林,2022-10-10 12:00,14.1,,4.3,48,,6
146,傈林,2022-10-10 13:00,11.7,0,5.5,65,,9
146,傈林,2022-10-10 14:00,10.7,1.1,2.7,80,,5
146,傈林,2022-10-10 15:00,9.6,1.9,2.9,88,,10
146,傈林,2022-10-10 16:00,11.6,0,2.2,78,,9
146,傈林,2022-10-10 17:00,12.7,.1,3.2,67,,8
146,傈林,2022-10-10 18:00,10.3,.6,5.5,79,,10
146,傈林,2022-10-10 19:00,10.3,0,3.3,82,,10
146,傈林,2022-10-10 20:00,10.5,0,3.1,80,,10
146,傈林,2022-10-10 21:00,10.5,0,2.7,82,,9
146,傈林,2022-10-10 22:00,10.3,.3,2.3,84,,9
146,傈林,2022-10-10 23:00,10.2,0,1.4,85,,9
146,傈林,2022-10-11 00:00,10.1,.4,1.4,88,,9
146,傈林,2022-10-11 01:00,10.1,.2,2.2,88,,9
146,傈林,2022-10-11 02:00,10.4,0,1.6,85,,9
146,傈林,2022-10-11 03:00,10.5,,1.2,81,,9
146,傈林,2022-10-11 04:00,10.4,,.1,83,,7
146,傈林,2022-10-11 05:00,10.3,,.9,82,,4
146,傈林,2022-10-11 06:00,10,,.4,84,,6
146,傈林,2022-10-11 07:00,9.5,,.5,89,,0
146,傈林,2022-10-11 08:00,11.8,,.5,76,,0
146,傈林,2022-10-11 09:00,13,,1.8,75,,1
146,傈林,2022-10-11 10:00,13.4,,2.6,63,,1
146,傈林,2022-10-11 11:00,14.7,,2.4,57,,2
146,傈林,2022-10-11 12:00,15.7,,1.9,56,,2
146,傈林,2022-10-11 13:00,16.7,,2.5,53,,2
146,傈林,2022-10-11 14:00,17.2,,2.2,50,,1
146,傈林,2022-10-11 15:00,17.4,,2.2,47,,1
146,傈林,2022-10-11 16:00,17.9,,2.1,47,,2
146,傈林,2022-10-11 17:00,16.3,,3.5,61,,1
146,傈林,2022-10-11 18:00,14.9,,3.4,67,,0
146,傈林,2022-10-11 19:00,14,,2.1,70,,0
146,傈林,2022-10-11 20:00,13.3,,.7,73,,0
146,傈林,2022-10-11 21:00,12.8,,1.2,75,,0
146,傈林,2022-10-11 22:00,12,,.4,79,,0
146,傈林,2022-10-11 23:00,11,,1.2,85,,0
146,傈林,2022-10-12 00:00,10,,1.1,89,,0
146,傈林,2022-10-12 01:00,9.5,,1.5,89,,0
146,傈林,2022-10-12 02:00,8.9,,1.5,91,,0
146,傈林,2022-10-12 03:00,8.6,,1,91,,0
146,傈林,2022-10-12 04:00,7.6,,1.4,92,,0
146,傈林,2022-10-12 05:00,7.8,,1.1,91,,0
146,傈林,2022-10-12 06:00,7.2,,1.5,92,,0
146,傈林,2022-10-12 07:00,6.9,,1.5,93,,0
146,傈林,2022-10-12 08:00,9.3,,.5,78,,0
146,傈林,2022-10-12 09:00,11.8,,.3,71,,0
146,傈林,2022-10-12 10:00,14.2,,.7,59,,0
146,傈林,2022-10-12 11:00,16.1,,.8,54,,0
146,傈林,2022-10-12 12:00,17.9,,.7,46,,0
146,傈林,2022-10-12 13:00,18.1,,1.7,44,,0
146,傈林,2022-10-12 14:00,20.1,,1.4,39,,0
146,傈林,2022-10-12 15:00,20.7,,1.3,40,,0
146,傈林,2022-10-12 16:00,20.4,,1.6,40,,0
146,傈林,2022-10-12 17:00,19.9,,1.3,42,,0
146,傈林,2022-10-12 18:00,18.2,,1.4,53,,0
146,傈林,2022-10-12 19:00,17.2,,.4,58,,0
146,傈林,2022-10-12 20:00,15.2,,1.1,69,,0
146,傈林,2022-10-12 21:00,14.3,,1,74,,0
146,傈林,2022-10-12 22:00,13.3,,1.1,78,,1
146,傈林,2022-10-12 23:00,12.1,,1,83,,3
146,傈林,2022-10-13 00:00,12,,.8,83,,0
146,傈林,2022-10-13 01:00,11.1,,1.4,85,,0
146,傈林,2022-10-13 02:00,10.7,,1.2,86,,0
146,傈林,2022-10-13 03:00,11,,1.1,84,,0
146,傈林,2022-10-13 04:00,10.3,,.5,86,,0
146,傈林,2022-10-13 05:00,10.1,,1,87,,1
146,傈林,2022-10-13 06:00,10.5,,.3,86,,7
146,傈林,2022-10-13 07:00,10.4,,.6,85,,8
146,傈林,2022-10-13 08:00,12.6,,1.3,76,,6
146,傈林,2022-10-13 09:00,14.6,,.7,68,,4
146,傈林,2022-10-13 10:00,18.2,,.4,56,,2
146,傈林,2022-10-13 11:00,19.2,,1,53,,0
146,傈林,2022-10-13 12:00,20.1,,1.7,49,,0
146,傈林,2022-10-13 13:00,20.6,,1.9,49,,0
146,傈林,2022-10-13 14:00,21.7,,1.6,46,,0
146,傈林,2022-10-13 15:00,22.1,,1.8,49,,0
146,傈林,2022-10-13 16:00,21.8,,1.4,49,,2
146,傈林,2022-10-13 17:00,21.8,,1.1,50,,2
146,傈林,2022-10-13 18:00,19.4,,2.1,61,,2
146,傈林,2022-10-13 19:00,18.3,,1.3,64,,0
146,傈林,2022-10-13 20:00,17.6,,.1,68,,0
146,傈林,2022-10-13 21:00,16.1,,.9,77,,0
146,傈林,2022-10-13 22:00,15.2,,1,81,,1
146,傈林,2022-10-13 23:00,14.4,,1.2,84,,0
146,傈林,2022-10-14 00:00,13.5,,.6,86,,0
146,傈林,2022-10-14 01:00,13.2,,.9,86,,0
146,傈林,2022-10-14 02:00,12.6,,1.1,87,,0
146,傈林,2022-10-14 03:00,12.1,,.9,89,,7
146,傈林,2022-10-14 04:00,12,,1.4,89,,8
146,傈林,2022-10-14 05:00,12,,.5,88,,7
146,傈林,2022-10-14 06:00,12.2,,0,87,,9
146,傈林,2022-10-14 07:00,12,,.6,87,,8
146,傈林,2022-10-14 08:00,12.9,,.4,83,,8
146,傈林,2022-10-14 09:00,14.4,,1,78,,8
146,傈林,2022-10-14 10:00,16.2,,.7,70,,7
146,傈林,2022-10-14 11:00,18.3,,.9,59,,4
146,傈林,2022-10-14 12:00,20.6,,1.5,55,,5
146,傈林,2022-10-14 13:00,21.6,,1.5,53,,3
146,傈林,2022-10-14 14:00,22,,.9,48,,3
146,傈林,2022-10-14 15:00,22.8,,1.3,47,,3
146,傈林,2022-10-14 16:00,22.3,,2.2,43,,4
146,傈林,2022-10-14 17:00,21.9,,1.3,45,,3
146,傈林,2022-10-14 18:00,20,,1.8,62,,6
146,傈林,2022-10-14 19:00,18.5,,1.2,74,,8
146,傈林,2022-10-14 20:00,17.7,,1.5,76,,9
146,傈林,2022-10-14 21:00,17,,.8,77,,9
146,傈林,2022-10-14 22:00,16.2,,.4,81,,4
146,傈林,2022-10-14 23:00,16.1,,.8,80,,4
146,傈林,2022-10-15 00:00,15.2,,1.1,83,,8
146,傈林,2022-10-15 01:00,14.4,,1.1,86,,6
146,傈林,2022-10-15 02:00,14.4,,1,85,,7
146,傈林,2022-10-15 03:00,14.4,,.7,86,,9
146,傈林,2022-10-15 04:00,13.9,,1.2,87,,9
146,傈林,2022-10-15 05:00,13.4,,1.3,89,,7
146,傈林,2022-10-15 06:00,13.1,,1,90,,0
146,傈林,2022-10-15 07:00,13,,1.2,90,,9
146,傈林,2022-10-15 08:00,14.7,,.9,82,,8
146,傈林,2022-10-15 09:00,16.4,,.1,76,,8
146,傈林,2022-10-15 10:00,17.2,,1.1,74,,5
146,傈林,2022-10-15 11:00,19.6,,.5,64,,4
146,傈林,2022-10-15 12:00,21.7,,.7,56,,3
146,傈林,2022-10-15 13:00,22.5,,1.1,52,,3
146,傈林,2022-10-15 14:00,24.2,,.9,50,,0
146,傈林,2022-10-15 15:00,24.5,,1.9,45,,0
146,傈林,2022-10-15 16:00,24.2,,1.8,50,,3
146,傈林,2022-10-15 17:00,23.3,,1.3,54,,6
146,傈林,2022-10-15 18:00,20.9,,2.4,67,,3
146,傈林,2022-10-15 19:00,19,,1.6,74,,5
146,傈林,2022-10-15 20:00,18.1,,1.4,78,,4
146,傈林,2022-10-15 21:00,17.6,,1,80,,0
146,傈林,2022-10-15 22:00,17.2,,1.1,83,,9
146,傈林,2022-10-15 23:00,17.3,,.6,82,,10
146,傈林,2022-10-16 00:00,16.8,,.5,84,,8
146,傈林,2022-10-16 01:00,16.6,,.9,84,,9
146,傈林,2022-10-16 02:00,16.3,,.8,85,,7
146,傈林,2022-10-16 03:00,15.5,,1.2,88,,0
146,傈林,2022-10-16 04:00,15.7,,.1,89,,8
146,傈林,2022-10-16 05:00,14.8,,1.2,90,,0
146,傈林,2022-10-16 06:00,14.8,,.6,88,,4
146,傈林,2022-10-16 07:00,14.4,,1.4,92,,3
146,傈林,2022-10-16 08:00,15.1,,.6,88,,3
146,傈林,2022-10-16 09:00,17.5,,1,77,,3
146,傈林,2022-10-16 10:00,19.3,,1.1,69,,6
146,傈林,2022-10-16 11:00,21.5,,1.8,63,,4
146,傈林,2022-10-16 12:00,21.8,,1.5,59,,6
146,傈林,2022-10-16 13:00,21.8,,2,61,,8
146,傈林,2022-10-16 14:00,22.3,,2.5,60,,10
146,傈林,2022-10-16 15:00,20.9,,3.9,60,,10
146,傈林,2022-10-16 16:00,20.5,,1.6,57,,9
146,傈林,2022-10-16 17:00,20.2,,.9,57,,9
146,傈林,2022-10-16 18:00,19.2,,1.2,62,,9
146,傈林,2022-10-16 19:00,18.7,,1.6,61,,9
146,傈林,2022-10-16 20:00,17,,2,72,,8
146,傈林,2022-10-16 21:00,16.8,,.9,74,,8
146,傈林,2022-10-16 22:00,16.5,,1.3,77,,9
146,傈林,2022-10-16 23:00,16.4,,1.5,78,,9
146,傈林,2022-10-17 00:00,15.8,,.9,78,,7
146,傈林,2022-10-17 01:00,15.6,,1.1,80,,8
146,傈林,2022-10-17 02:00,15.1,,1.8,83,,9
146,傈林,2022-10-17 03:00,15,,.1,80,,8
146,傈林,2022-10-17 04:00,14.9,,.2,84,,8
146,傈林,2022-10-17 05:00,15.3,,.9,84,,8
146,傈林,2022-10-17 06:00,14.9,,1.9,85,,8
146,傈林,2022-10-17 07:00,14.3,,3,73,,8
146,傈林,2022-10-17 08:00,13.4,,2.8,70,,7
146,傈林,2022-10-17 09:00,13.4,,3.1,62,,4
146,傈林,2022-10-17 10:00,14.5,,3.7,46,,1
146,傈林,2022-10-17 11:00,15.5,,3.9,39,,0
146,傈林,2022-10-17 12:00,16.1,,4.1,27,,0
146,傈林,2022-10-17 13:00,16.8,,3.9,31,,0
146,傈林,2022-10-17 14:00,16.9,,3.3,31,,0
146,傈林,2022-10-17 15:00,16.2,,4,29,,0
146,傈林,2022-10-17 16:00,14.5,,4.5,34,,0
146,傈林,2022-10-17 17:00,13.3,,4.8,41,,0
146,傈林,2022-10-17 18:00,12,,4.8,41,,0
146,傈林,2022-10-17 19:00,11.1,,3.1,45,,0
146,傈林,2022-10-17 20:00,9.9,,2.2,52,,0
146,傈林,2022-10-17 21:00,10,,2.1,53,,0
146,傈林,2022-10-17 22:00,8.7,,1.4,60,,0
146,傈林,2022-10-17 23:00,8.6,,1.5,60,,0
146,傈林,2022-10-18 00:00,8.6,,.9,62,,0
146,傈林,2022-10-18 01:00,8.2,,1.1,62,,0
146,傈林,2022-10-18 02:00,7,,.9,68,,0
146,傈林,2022-10-18 03:00,7.6,,1,68,,0
146,傈林,2022-10-18 04:00,6.9,,.8,73,,0
146,傈林,2022-10-18 05:00,6.1,,1,77,,0
146,傈林,2022-10-18 06:00,5.4,,1.5,78,,0
146,傈林,2022-10-18 07:00,5.1,,1.6,78,,0
146,傈林,2022-10-18 08:00,7.4,,.6,68,,0
146,傈林,2022-10-18 09:00,10.2,,.1,59,,0
146,傈林,2022-10-18 10:00,10.7,,2.6,52,,0
146,傈林,2022-10-18 11:00,11.7,,2.5,39,,0
146,傈林,2022-10-18 12:00,13,,2.7,39,,0
146,傈林,2022-10-18 13:00,13.8,,2.8,36,,0
146,傈林,2022-10-18 14:00,14.5,,3.4,32,,0
146,傈林,2022-10-18 15:00,15,,1.8,34,,0
146,傈林,2022-10-18 16:00,14.5,,2.2,33,,0
146,傈林,2022-10-18 17:00,13.8,,2.1,37,,0
146,傈林,2022-10-18 18:00,12.1,,3.8,44,,0
146,傈林,2022-10-18 19:00,10.7,,1.5,52,,0
146,傈林,2022-10-18 20:00,9.4,,1.4,59,,0
146,傈林,2022-10-18 21:00,9.3,,1.1,53,,0
146,傈林,2022-10-18 22:00,8.8,,1.2,60,,0
146,傈林,2022-10-18 23:00,7.2,,1.2,69,,0
146,傈林,2022-10-19 00:00,6.5,,1.7,71,,0
146,傈林,2022-10-19 01:00,6,,1.7,72,,0
146,傈林,2022-10-19 02:00,5.7,,1.6,73,,0
146,傈林,2022-10-19 03:00,5.1,,1.5,75,,0
146,傈林,2022-10-19 04:00,4.8,,1.1,78,,0
146,傈林,2022-10-19 05:00,4.4,,1.5,80,,0
146,傈林,2022-10-19 06:00,3.9,,1.5,81,,0
146,傈林,2022-10-19 07:00,4.2,,1.1,80,,0
146,傈林,2022-10-19 08:00,6.6,,.8,70,,0
146,傈林,2022-10-19 09:00,9.5,,.2,58,,0
146,傈林,2022-10-19 10:00,11.9,,.9,43,,0
146,傈林,2022-10-19 11:00,13.5,,1,33,,0
146,傈林,2022-10-19 12:00,15,,2.3,40,,0
146,傈林,2022-10-19 13:00,15.6,,3.5,39,,0
146,傈林,2022-10-19 14:00,15.8,,3.6,37,,0
146,傈林,2022-10-19 15:00,16.3,,3.3,39,,0
146,傈林,2022-10-19 16:00,16,,2.8,41,,0
146,傈林,2022-10-19 17:00,15.6,,2.8,41,,0
146,傈林,2022-10-19 18:00,14,,2.4,57,,0
146,傈林,2022-10-19 19:00,13.1,,1.6,63,,0
146,傈林,2022-10-19 20:00,11.9,,1.4,66,,0
146,傈林,2022-10-19 21:00,10.3,,1.3,72,,0
146,傈林,2022-10-19 22:00,9.7,,1.1,74,,0
146,傈林,2022-10-19 23:00,8.9,,1.4,79,,0
146,傈林,2022-10-20 00:00,7.9,,1.3,83,,0
